Satis Elemani Kodu;Код Контрагента;Контрагент;Ziyaret Gunu
OR4502;120.45.100.0488;CHINOR 2019 MARKET MCHJ;Pazartesi
OR4502;120.45.100.0212;AMINOV SHUHRAT (BAQACHORSU 2-DOM) 26.06;Pazartesi
OR4502;120.45.100.0213;DILAFRUZ APA (KOPPON BOZOR) 26.06;Pazartesi
OR4502;120.45.100.0217;DJOMOLDINOVA ODINA (MUNIS ZELYONNI ICHI ) 11 08;Sali
OR4502;120.45.100.0221;APTEKA SENTR OOO;Persembe
OR4502;120.45.100.0232;MAMAJONOVA FERUZA (PEPSI MARKET G'OZYOG'LIK ARKA ) 24 03;Persembe
OR4502;120.45.100.0234;MIRXALIMOVA Z YATT RC (MARKET);Pazartesi
OR4502;120.45.100.0235;ABDUSATTOROV JAVOXIR (BOLSHEVIK);Sali
OR4502;120.45.100.0236;KOKAND GOODNESS TRADE OOO ZAYTUN;Carsamba
OR4502;120.45.104.0615;TOJ MAHAL MARKET MCHJ DANGARA;Persembe
OR4502;120.45.102.0601;DEXQANOVA GULNORA YATT (ASHRQULMERGAN ISLOMXON);Pazartesi
OR4502;120.45.108.0653;ORTIQOVA YULDUZXON YATT (MUBORAK TUYXONA);Pazartesi
OR4502;120.45.100.0297;AKRAMOV YAXYOXON YATT (GORODOK);Pazartesi
OR4502;120.45.100.0299;MUXIDINOV MARUF MUXTOROVICH (DAVR);Carsamba
OR4502;120.45.100.0300;AXMEDOV MUHAMMAD ALI YATT (BAQACHORSU YANGI DOM);Pazartesi
OR4502;120.45.100.0301;RAUPOV MUHAMMADALIXON YATT (ATLAS ARCHAZOR);Pazartesi
OR4502;120.45.100.0303;ABDULXAMIDOV ABDUSAID YATT (SAIDJON KOPPON);Pazartesi
OR4502;120.45.100.0304;FURQAT INSHOAT TAMI MCHJ )MAVLONBEK KOPPON);Pazartesi
OR4502;120.45.100.0308;ABDUKADIROVA MOXIRA (YOGDU);Carsamba
OR4502;120.45.100.0309;ZOKIROVA NARGIZAXON (444 MARKET ARZIKTEPA) 24 03;Persembe
OR4502;120.45.100.0310;XAYDAR-OTA QO QON MCHJ (DARXON);Pazartesi
OR4502;120.45.100.0314;YATT MUXITDINOV MUNAVVARJON MURODJON O G LI (MINI MARKET POMANKA);Sali
OR4502;120.45.100.0315;MCHJ OLIY YO L GLOBUS (PLATNIYNI OLDI);Persembe
OR4502;120.45.100.0316;MCHJ OFSAYD (IKRAM);Persembe
OR4502;120.45.100.0317;YATT DEXQONOVA UMIDA ZOKIROVNA (MARUF AKA MENDELEEV);Persembe
OR4502;120.45.100.0324;YATT MAMARIZAYEV ASRORJON (AVRORA);Pazartesi
OR4502;120.45.100.0325;ZAR CHASHMA MARKET (BAQACHORSU RUSTAM AKA ) 14.06;Pazartesi
OR4502;120.45.100.0338;TASHPULATOV XASAN ( ANSORA MARKET GORGAZ SVETAFORI ) 24 03;Persembe
OR4502;120.45.104.0616;RASHIDXON CHAKANA SAVDO X.K (ROSHSHA MARKET);Sali
OR4502;120.45.100.0340;SALOXIDDINOV UMID UMAROVICH YATT (KOPPON BOZOR 28-DOKON);Pazartesi
OR4502;120.45.100.0357;XAYDAROVA MADINABONU XF ASL MARKET (ASTEPA);Persembe
OR4502;120.45.100.0358;ABDURAXMONOV SHUKURJON YATT EZGU MARKET (LEGUSHATNIK);Persembe
OR4502;120.45.100.0359;ABDURAZAKOV ABDUMAJID TATT NAVRUZ MARKET;Persembe
OR4502;120.45.100.0361;IMINOV XAMIDJON YATT MEVA MARKET (BOLSHEVIK SVETOFORI);Sali
OR4502;120.45.100.0362;KASIMOV FURQAT YATT IXLOS MARKET (XUNARMADLAR RUPARASI);Persembe
OR4502;120.45.100.0363;MAMAJONOV ULUGBEK OYBEK MARKET;Persembe
OR4502;120.45.100.0364;TILLAEV AZIZ YATT DENA MARKET (EKSTRINNIY YONI);Carsamba
OR4502;120.45.100.0377;ASROR 0500 (SMART MJK);Persembe
OR4502;120.45.100.0231;ROSHAA MARKET MCHJ;Carsamba
OR4502;120.45.100.0386;YATT RAXMONOV BAXTIYOR (YARMARKA);Carsamba
OR4502;120.45.100.0400;AL-NE'MAT (32 -MAKTAB YONI ) 24 08;Persembe
OR4502;120.45.100.0405;XOSHIMOVA DILFUZAXON YATT (NURAFSHON MARKET);Pazartesi
OR4502;120.45.100.0411;EVRO OBOY GROUP (NUR MARKET CHALCHIQ ) 24 03;Pazartesi
OR4502;120.45.100.0412;DUSTMATOV LAZIZ YATT (OXU MARKET ATX EKSTRINNIY YULI);Carsamba
OR4502;120.45.100.0414;MANSURXON ECO MARKET (BAQACHORSU MUBORAK TUYXONA ARQASI) 11 08;Pazartesi
OR4502;120.45.100.0419;FOZILOV ABDULATIF YATT (ZIYOLI MARKET);Carsamba
OR4502;120.45.100.0360;HOJI MOTO MCHJ;Sali
OR4502;120.45.100.0420;NURIYEV RAVSHAN YATT (UNI MARKET DETSKIY BOLNICA);Carsamba
OR4502;120.45.100.0422;UMAROV MUHAMMADALI (EKO MARKET SHAYXON QABRISTONI);Pazartesi
OR4502;120.45.100.0428;KAN KONSTANTIN BORISOVICH YATT (SLAYK MARKET BATALION);Carsamba
OR4502;120.45.100.0430;BEKNAZAROV ULUGBEK YATT (MOIDA MARKET BOLSHEVIK);Sali
OR4502;120.45.100.0457;ABDULLAYEV AVAZ INFORMAT KOKAND (INSTITUT);Persembe
OR4502;120.45.100.0459;ASU -777 MCHJ (ASU 777);Sali
OR4502;120.45.100.0466;OTAJONOV FAXRIDDIN (BAQA CHORSU MARKET ) 14.06;Pazartesi
OR4502;120.45.100.0467;YATT VAXOBXO'JAYEVA SAIDA (ISFARA GUZAR);Carsamba
OR4502;120.45.100.0473;YATT PIRMATOVA XAFIZAXON USMONOVNA (OSIYO MARKET);Pazartesi
OR4502;120.45.100.0475;4 MAKTAB OSTANOVKA;Sali
OR4502;120.45.100.0476;BOBURJON ALIF MARKET (AFG'ONBOG' URTA QISHLOQ YULI) 11 08;Sali
OR4502;120.45.100.0479;ISTIQLOL MARKET;Pazartesi
OR4502;120.45.100.0480;UMAROV RASHID (MILLENIUM MARKET KALVAK) 11 08;Carsamba
OR4502;120.45.100.0481;SARDOR MARKET;Pazartesi
OR4502;120.45.100.0482;YATT ABDURAXMONOV ASQARJON;Pazartesi
OR4502;120.45.100.0483;YATT IRMATOV MAQSUD;Pazartesi
OR4502;120.45.100.0485;RAXMONOV FERUZ;Pazartesi
OR4502;120.45.100.0488;CHINOR 2019 MARKET MCHJ;Sali
OR4502;120.45.100.0497;SULAYMONOV NODIRJON (NOVZA MARKET) DANG'ARA;Sali
OR4502;120.45.100.0499;ASRALIDINOV KAMOLIDDIN ( FAYZLI MARKET GEOFIZIKA );Carsamba
OR4502;120.45.100.0513;MAMUROVA ZUMRAD ( VOROSHILOV 6-MAHALLA);Persembe
OR4502;120.45.100.0514;JAXONGIR AKA (GOROD ICHI GUSHT MAHSULOTLARI);Persembe
OR4502;120.45.100.0515;AKBAR MARKET (EKSTRENNIY YULI);Carsamba
OR4502;120.45.100.0516;DJUMANBAYEVA ODINA (EVRO RUPARASI);Carsamba
OR4502;120.45.100.0517;AVAZ AKA (KOPPON BOZOR 103 DUKON);Pazartesi
OR4502;120.45.100.0525;PEPSI MARKET (BABUSHKIN 22 MAKTAB );Sali
OR4502;120.45.100.0528;MIRMUSAYEVA NARGIZA (NAVRUZ TUYXONA YONI);Persembe
OR4502;120.45.100.0531;BOBOXON MARKET (EKSTRENNIY YO'LI DOKTOR XAUS YONI);Carsamba
OR4502;120.45.100.0533;XILOL MARKET (MINGTUT 9-MAKTAB RUPARASI MUXABBATXON);Pazartesi
OR4502;120.45.100.0537;DADABOYEV SOXIBJON XAMIDJON OGLI;Pazartesi
OR4502;120.45.100.0538;BESH YULDUZ MARKET (GOROD SIM SIM RUPARASI);Sali
OR4502;120.45.100.0542;TALIPOV SHAKIR (SODIQ MARKET KALVAK);Carsamba
OR4502;120.45.100.0543;MUMINOV ULUG'BEK (REAL MARKET NAYMANCHA SVETAFOR YONI);Persembe
OR4502;120.45.100.0550;ALIMATOVA NASIBAXON (SHOX MARKET EKSTRENNIY ARQASI);Carsamba
OR4502;120.45.100.0551;MAMADALIYEV ABDULATIF ( 40-LET QASSOBXONA OLDI);Persembe
OR4502;120.45.100.0552;RAXIMOV IKROM (MINGDON KOPPON ICHI );Pazartesi
OR4502;120.45.100.0553;XO'JAMOVA DILBAR MELIBOYEVMA IMKON;Sali
OR4502;120.45.100.0557;KOKAND MOBIL 1 MCHJ INSITUT ICHI MINI MARKET;Sali
OR4502;120.45.100.0568;SODIKOV SALOXIDDIN SADULLA OGLI (SAFO MARKET) BABUSHKIN;Sali
OR4502;120.45.100.0569;AKRAMOV UMARXON YUNUSXON OGLI (FAROVON MARKET);Carsamba
OR4502;120.45.100.0570;MAXMUDOV RAMZXON RAVSHANJON UGLI (SAMO TUXLIMERGAN);Carsamba
OR4502;120.45.100.0572;SHARAFITDINOV RUSTAM RAXMATOVICH (ADMIRAL TUXLIMERGAN);Carsamba
OR4502;120.45.100.0577;XASANOV KARIMJON UMARXON-OGLI (KARIM AKA KANTENER);Sali
OR4502;120.45.100.0578;XAYDAROVA ZUXRAXON RASULOVNA (XOJI ONA MARKET NAYMANCHA);Sali
OR4502;120.45.100.0581;XASANOV XASANJON XAYOTJON OGLI (KOPPON 33-DOKON);Pazartesi
OR4502;120.45.100.0582;MAXMUDOV SAIDJON SADIKOVICH (SAID AKA BABUSHKIN 22 MAKTAB OLDI);Pazartesi
OR4502;120.45.100.0584;KODIROV SAIDJON HUSANJON OGLI (LIDER MARKET KOPPON);Pazartesi
OR4502;120.45.100.0098;KODIROV AKBAR SULTONALIYEVICH;Sali
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Cumartesi
OR4502;120.45.100.0014;GILETTE MARKET MCHJ GILLETE;Cumartesi
OR4502;120.45.100.0023;IBRAGIMOV BOTIR YATT CHORSU MARKET;Cumartesi
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Persembe
OR4502;120.45.100.0028;MAMATQULOV SHOVKAT YATT NIHOL MARKET;Cumartesi
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Carsamba
OR4502;120.45.100.0506;QOQON OZIQ OVQAT INVEST MCHJ;Sali
OR4502;120.45.100.0435;BIZNES TARTIBI MCHJ;Pazartesi
OR4502;120.45.100.0222;ABDURAXMONOVA MADINAXON RASHIDBEK QIZI;Carsamba
OR4502;120.45.100.0126;MAMAJONOV AZIZJON BAXODIRJON OGLI;Carsamba
OR4502;120.45.100.0251;KOMIL SAVDO BARAKA MCHJ;Sali
OR4502;120.45.100.0510;KOKAND REGION OTHERS;Pazartesi
OR4502;120.45.100.0510;KOKAND REGION OTHERS;Sali
OR4502;120.45.100.0510;KOKAND REGION OTHERS;Carsamba
OR4502;120.45.100.0510;KOKAND REGION OTHERS;Persembe
OR4502;120.45.100.0099;ILYOSXON RAXIMOV YATT ILYOSXON;Pazartesi
OR4502;120.45.100.0096;GANIYEV XAKIMJON (CHARXPALAK MARKET MRZ YULI) 08 08;Sali
OR4502;120.45.100.0578;XAYDAROVA ZUXRAXON RASULOVNA (XOJI ONA MARKET NAYMANCHA);Persembe
OR4502;120.45.100.0236;KOKAND GOODNESS TRADE OOO ZAYTUN;Persembe
OR4502;120.45.100.0553;XO'JAMOVA DILBAR MELIBOYEVMA IMKON;Persembe
OR4502;120.45.100.0464;AVTOBEKAT;Pazartesi
OR4502;120.45.100.0464;AVTOBEKAT;Sali
OR4502;120.45.100.0464;AVTOBEKAT;Carsamba
OR4502;120.45.100.0464;AVTOBEKAT;Persembe
OR4502;120.45.100.0021;SHAMSUDDINOV FAXRIDDIN (KOPPON);Pazartesi
OR4502;120.45.100.0040;FOZILOV S YATT SATURN;Carsamba
OR4502;120.45.100.0166;ADHAMOV.A.A YATT АSL MARKET;Carsamba
OR4502;120.45.100.0497;SULAYMONOV NODIRJON (NOVZA MARKET) DANG'ARA;Carsamba
OR4502;120.45.100.0537;DADABOYEV SOXIBJON XAMIDJON OGLI;Carsamba
OR4502;120.45.100.0577;XASANOV KARIMJON UMARXON-OGLI (KARIM AKA KANTENER);Carsamba
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Persembe
OR4502;120.45.100.0488;CHINOR 2019 MARKET MCHJ;Carsamba
OR4502;120.45.100.0035;MAMAJONOV FARXOD YATT ESTELLO;Sali
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Sali
OR4502;120.45.100.0255;NURMATOV XURSHID XAYDARALIYEVICH;Persembe
OR4502;120.45.100.0257;HAMIDJONOV HAMIDULLA HAKIMJON OGLI;Sali
OR4502;120.45.100.0258;NEW CITI TURIZM KOKAND MCHJ;Carsamba
OR4502;120.45.100.0259;RASULOV FARRUX RAXMONOVICH;Sali
OR4502;120.45.100.0260;KUK SUV MARKET MCHJ;Pazartesi
OR4502;120.45.100.0361;IMINOV XAMIDJON YATT MEVA MARKET (BOLSHEVIK SVETOFORI);Carsamba
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Pazartesi
OR4502;120.45.107.0630;GLOBAL INFINITY XK (ASMO);Cumartesi
OR4502;120.45.100.0261;NAZIROV XAMDAMJON BAXODIRJON OGLI;Carsamba
OR4502;120.45.100.0019;EVROMARKET MCHJ EVRO MARKET;Pazartesi
OR4502;120.45.100.0019;EVROMARKET MCHJ EVRO MARKET;Sali
OR4502;120.45.100.0019;EVROMARKET MCHJ EVRO MARKET;Carsamba
OR4502;120.45.100.0019;EVROMARKET MCHJ EVRO MARKET;Persembe
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Pazartesi
OR4502;120.45.100.0126;MAMAJONOV AZIZJON BAXODIRJON OGLI;Pazartesi
OR4502;120.45.100.0231;ROSHAA MARKET MCHJ;Pazartesi
OR4502;120.45.100.0014;GILETTE MARKET MCHJ GILLETE;Pazartesi
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Pazartesi
OR4502;120.45.100.0583;SO SMALL GOODS NAVOI 1 MCHJ;Pazartesi
OR4502;120.45.100.0341;AL FAJR KOKAND MCHJ;Pazartesi
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Pazartesi
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Sali
OR4502;120.45.100.0126;MAMAJONOV AZIZJON BAXODIRJON OGLI;Sali
OR4502;120.45.100.0231;ROSHAA MARKET MCHJ;Sali
OR4502;120.45.100.0014;GILETTE MARKET MCHJ GILLETE;Sali
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Sali
OR4502;120.45.100.0583;SO SMALL GOODS NAVOI 1 MCHJ;Sali
OR4502;120.45.100.0341;AL FAJR KOKAND MCHJ;Sali
OR4502;120.45.100.0488;CHINOR 2019 MARKET MCHJ;Persembe
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Sali
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Carsamba
OR4502;120.45.100.0126;MAMAJONOV AZIZJON BAXODIRJON OGLI;Carsamba
OR4502;120.45.100.0231;ROSHAA MARKET MCHJ;Carsamba
OR4502;120.45.100.0014;GILETTE MARKET MCHJ GILLETE;Carsamba
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Carsamba
OR4502;120.45.100.0583;SO SMALL GOODS NAVOI 1 MCHJ;Carsamba
OR4502;120.45.100.0341;AL FAJR KOKAND MCHJ;Carsamba
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Carsamba
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Persembe
OR4502;120.45.100.0126;MAMAJONOV AZIZJON BAXODIRJON OGLI;Persembe
OR4502;120.45.100.0231;ROSHAA MARKET MCHJ;Persembe
OR4502;120.45.100.0014;GILETTE MARKET MCHJ GILLETE;Persembe
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Persembe
OR4502;120.45.100.0583;SO SMALL GOODS NAVOI 1 MCHJ;Persembe
OR4502;120.45.100.0341;AL FAJR KOKAND MCHJ;Persembe
OR4502;120.45.100.0020;PEERLESS MCHJ BENAZIR 1;Persembe
OR4502;120.45.100.0050;MAXMUDOVA GULBAXOR NABIYEVNA;Pazartesi
OR4502;120.45.100.0050;MAXMUDOVA GULBAXOR NABIYEVNA;Sali
OR4502;120.45.100.0050;MAXMUDOVA GULBAXOR NABIYEVNA;Carsamba
OR4502;120.45.100.0261;NAZIROV XAMDAMJON BAXODIRJON OGLI;Persembe
OR4502;120.45.100.0262;SWEETHOME MCHJ;Pazartesi
OR4502;120.45.100.0262;SWEETHOME MCHJ;Sali
OR4502;120.45.100.0262;SWEETHOME MCHJ;Carsamba
OR4502;120.45.100.0262;SWEETHOME MCHJ;Persembe
OR4502;120.45.100.0136;AZIMOVA IRODA INOMOVNA YATT;Cumartesi
OR4502;120.45.100.0309;ZOKIROVA NARGIZAXON (444 MARKET ARZIKTEPA) 24 03;Cumartesi
OR4502;120.45.100.0068;QOBILOVA NAZOKATXON YATT (SITRO MARKET GOZYOGLIK);Cumartesi
OR4502;120.45.104.0615;TOJ MAHAL MARKET MCHJ DANGARA;Cumartesi
OR4502;120.45.100.0578;XAYDAROVA ZUXRAXON RASULOVNA (XOJI ONA MARKET NAYMANCHA);Cumartesi
OR4502;120.45.100.0357;XAYDAROVA MADINABONU XF ASL MARKET (ASTEPA);Cumartesi
OR4502;120.45.100.0543;MUMINOV ULUG'BEK (REAL MARKET NAYMANCHA SVETAFOR YONI);Cumartesi
OR4502;120.45.100.0314;YATT MUXITDINOV MUNAVVARJON MURODJON O G LI (MINI MARKET POMANKA);Cumartesi
OR4502;120.45.100.0142;ABRORJON AVAZXON FAXRI O/K (NAYMANCHA METANNI RUPARASI);Cumartesi
OR4502;120.45.100.0130;MADALIEV SOHIBJON YATT MINION MARKET;Cumartesi
OR4502;120.45.100.0232;MAMAJONOVA FERUZA (PEPSI MARKET G'OZYOG'LIK ARKA ) 24 03;Cumartesi
OR4502;120.45.100.0572;SHARAFITDINOV RUSTAM RAXMATOVICH (ADMIRAL TUXLIMERGAN);Cumartesi
OR4502;120.45.100.0569;AKRAMOV UMARXON YUNUSXON OGLI (FAROVON MARKET);Cumartesi
OR4502;120.45.100.0570;MAXMUDOV RAMZXON RAVSHANJON UGLI (SAMO TUXLIMERGAN);Cumartesi
OR4502;120.45.100.0435;BIZNES TARTIBI MCHJ;Cumartesi
OR4502;120.45.100.0483;YATT IRMATOV MAQSUD;Cumartesi
OR4502;120.45.100.0019;EVROMARKET MCHJ EVRO MARKET;Cumartesi
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Cumartesi
OR4502;120.45.100.0126;MAMAJONOV AZIZJON BAXODIRJON OGLI;Cumartesi
OR4502;120.45.100.0231;ROSHAA MARKET MCHJ;Cumartesi
OR4502;120.45.100.0014;GILETTE MARKET MCHJ GILLETE;Cumartesi
OR4502;120.45.100.0023;IBRAGIMOV BOTIR YATT CHORSU MARKET;Cumartesi
OR4502;120.45.100.0013;KAVSAR MCHJ KAVSAR MARKET;Cumartesi
OR4502;120.45.100.0136;AZIMOVA IRODA INOMOVNA YATT;Cumartesi
OR4502;120.45.100.0583;SO SMALL GOODS NAVOI 1 MCHJ;Cumartesi
OR4502;120.45.100.0341;AL FAJR KOKAND MCHJ;Cumartesi
OR4502;120.45.100.0048;TADJIBEV DILSHODJON YATT ELSHODBEK;Cumartesi
OR4502;120.45.100.0198;SAYFUTDINOV UMIDJON YATT;Cumartesi
OR4502;120.45.100.0361;IMINOV XAMIDJON YATT MEVA MARKET (BOLSHEVIK SVETOFORI);Cumartesi
OR4502;120.45.100.0052;OOO ROYAL MARKET KOKAND ;Cumartesi
OR4502;120.45.100.0222;ABDURAXMONOVA MADINAXON RASHIDBEK QIZI;Cumartesi
OR4502;120.45.100.0317;YATT DEXQONOVA UMIDA ZOKIROVNA (MARUF AKA MENDELEEV);Cumartesi
OR4502;120.45.100.0297;AKRAMOV YAXYOXON YATT (GORODOK);Cumartesi
OR4502;120.45.100.0405;XOSHIMOVA DILFUZAXON YATT (NURAFSHON MARKET);Cumartesi
OR4502;120.45.100.0473;YATT PIRMATOVA XAFIZAXON USMONOVNA (OSIYO MARKET);Cumartesi
OR4502;120.45.100.0374;QOCHKAROVA XAMIDAXON YATT MING TUT MINI MARKET;Cumartesi
OR4502;120.45.100.0102;AHMEDOV NURIDDIN YATT ISSIQNON;Cumartesi
OR4502;120.45.100.0178;MUSAFFO;Cumartesi
OR4502;120.45.100.0229;DJAMOLIDDINOVA ODINA (MUNIS MARKET GARADOK) 26.05;Cumartesi
OR4502;120.45.100.0481;SARDOR MARKET;Cumartesi
OR4502;120.45.100.0103;DEXQONOV ULUGBEK YATT ISTIQLOL;Cumartesi
OR4502;120.45.100.0099;ILYOSXON RAXIMOV YATT ILYOSXON;Cumartesi
OR4502;120.45.100.0203;XAMDAMOVA MOXIGUL YATT (CITI MARKET SPIRT ZAVOD);Cumartesi
OR4502;120.45.100.0402;DAVRON MARKET (QUM MAHALLA) GORODOK YOLI 26.06;Cumartesi
OR4502;120.45.100.0406;DEXQONOV ELDORBEK YATT (HALOL MARKET);Cumartesi
OR4502;120.45.100.0408;DEXQANOVA GULNORA BAXROMOVNA;Cumartesi
OR4502;120.45.100.0533;XILOL MARKET (MINGTUT 9-MAKTAB RUPARASI MUXABBATXON);Cumartesi
OR4502;120.45.100.0551;MAMADALIYEV ABDULATIF ( 40-LET QASSOBXONA OLDI);Sali
OR4502;120.45.100.0217;DJOMOLDINOVA ODINA (MUNIS ZELYONNI ICHI ) 11 08;Persembe
OR4502;120.45.100.0047;SODIQOV AXROR YATT (BOLSHEVIK KONTEYNER);Sali
OR4502;120.45.100.0289;TURGUNOV TOXIRJON YATT (3BLOK 15 DUKON);Carsamba
OR4502;120.45.100.0075;DIDO STYLE TRADE MCHJ;Pazartesi
OR4502;120.45.100.0075;DIDO STYLE TRADE MCHJ;Sali
OR4502;120.45.100.0075;DIDO STYLE TRADE MCHJ;Carsamba
OR4502;120.45.100.0075;DIDO STYLE TRADE MCHJ;Persembe
OR4502;120.45.100.0474;ANSOR KOKAND MCHJ;Pazartesi
OR4502;120.45.100.0474;ANSOR KOKAND MCHJ;Sali
OR4502;120.45.100.0474;ANSOR KOKAND MCHJ;Carsamba
OR4502;120.45.100.0474;ANSOR KOKAND MCHJ;Persembe
OR4502;120.45.100.0493;MCHJ DARXON;Pazartesi
OR4502;120.45.100.0493;MCHJ DARXON;Carsamba
OR4502;120.45.100.0493;MCHJ DARXON;Persembe
OR4502;120.45.100.0488;CHINOR 2019 MARKET MCHJ;Cumartesi
OR4502;120.45.100.0488;CHINOR 2019 MARKET MCHJ;Pazar
OR4502;120.45.100.0493;MCHJ DARXON;Sali
OR4502;120.45.100.0379;SODIQOV ISMOILJON RAXIMJON OGLI;Carsamba
OR4502;120.45.100.0032;OBIDOV AZIZJON YATT KREMBER;Pazartesi
OR4502;120.45.100.0260;KUK SUV MARKET MCHJ;Carsamba
OR4502;120.45.100.0562;QURBANOVA ZUXRAXON QODIROVNA;Pazartesi
OR4502;120.45.100.0011;QOSIMOV MUHAMMAD-YUSUFXON (FOOD MARKET GORGAZ);Cuma
OR4502;120.45.100.0031;KAMILOV BILOL YATT IPAK YOLI;Cuma
OR4502;120.45.100.0032;OBIDOV AZIZJON YATT KREMBER;Cuma
OR4502;120.45.100.0040;FOZILOV S YATT SATURN;Cuma
OR4502;120.45.100.0041;NAZIROY MCHJ;Cuma
OR4502;120.45.100.0044;QUDRATOV SALOHIDDIN YATT NASIBA MARKET;Cuma
OR4502;120.45.100.0046;AXMEDOV MUXAMMADYODGOR RAHMATJON OGLI;Cuma
OR4502;120.45.100.0050;MAXMUDOVA GULBAXOR NABIYEVNA;Cuma
OR4502;120.45.100.0052;OOO ROYAL MARKET KOKAND ;Cuma
OR4502;120.45.100.0054;UMAROV MAXMUDJON YATT OBOD MARKET;Cuma
OR4502;120.45.100.0057;OLIMOV AKBAR (SHUKRAN MARKET) 08 08;Cuma
OR4502;120.45.100.0059;FARNUS MCHJ MADINA MARKET;Cuma
OR4502;120.45.100.0068;QOBILOVA NAZOKATXON YATT (SITRO MARKET GOZYOGLIK);Cuma
OR4502;120.45.100.0081;ZUMRAD MCHJ POYAKILIK;Cuma
OR4502;120.45.100.0109;QOQON 2-ISHLAR TAMINOT MCHJ BIG 7 MARKET;Cuma
OR4502;120.45.100.0110;MAXKAMOV MUZAFFAR YATT SADUMIR MARKET;Cuma
OR4502;120.45.100.0112;SHUKUROV ZAFAR YATT GALABAQQOL;Cuma
OR4502;120.45.100.0115;TONG YULDUZI MCHJ;Cuma
OR4502;120.45.100.0135;GREAT CHOICE MCHJ GREAT MARKET;Cuma
OR4502;120.45.100.0136;AZIMOVA IRODA INOMOVNA YATT;Cuma
OR4502;120.45.100.0142;ABRORJON AVAZXON FAXRI O/K (NAYMANCHA METANNI RUPARASI);Cuma
OR4502;120.45.100.0166;ADHAMOV.A.A YATT АSL MARKET;Cuma
OR4502;120.45.100.0172;TRADE DILAN MCHJ (BEK MARKET 40-LET);Cuma
OR4502;120.45.100.0209;SODIQOV ABDULLOH (FAYZLI MARKET VOKZAL PODVAL ) 24 03;Cuma
OR4502;120.45.100.0211;RAHMONBEK (GOROD ICHI ) 26.06;Cuma
OR4502;120.45.100.0221;APTEKA SENTR OOO;Cuma
OR4502;120.45.100.0232;MAMAJONOVA FERUZA (PEPSI MARKET G'OZYOG'LIK ARKA ) 24 03;Cuma
OR4502;120.45.104.0615;TOJ MAHAL MARKET MCHJ DANGARA;Cuma
OR4502;120.45.100.0309;ZOKIROVA NARGIZAXON (444 MARKET ARZIKTEPA) 24 03;Cuma
OR4502;120.45.100.0315;MCHJ OLIY YO L GLOBUS (PLATNIYNI OLDI);Cuma
OR4502;120.45.100.0316;MCHJ OFSAYD (IKRAM);Cuma
OR4502;120.45.100.0317;YATT DEXQONOVA UMIDA ZOKIROVNA (MARUF AKA MENDELEEV);Cuma
OR4502;120.45.100.0338;TASHPULATOV XASAN ( ANSORA MARKET GORGAZ SVETAFORI ) 24 03;Cuma
OR4502;120.45.100.0357;XAYDAROVA MADINABONU XF ASL MARKET (ASTEPA);Cuma
OR4502;120.45.100.0358;ABDURAXMONOV SHUKURJON YATT EZGU MARKET (LEGUSHATNIK);Cuma
OR4502;120.45.100.0359;ABDURAZAKOV ABDUMAJID TATT NAVRUZ MARKET;Cuma
OR4502;120.45.100.0362;KASIMOV FURQAT YATT IXLOS MARKET (XUNARMADLAR RUPARASI);Cuma
OR4502;120.45.100.0363;MAMAJONOV ULUGBEK OYBEK MARKET;Cuma
OR4502;120.45.100.0377;ASROR 0500 (SMART MJK);Cuma
OR4502;120.45.100.0400;AL-NE'MAT (32 -MAKTAB YONI ) 24 08;Cuma
OR4502;120.45.100.0457;ABDULLAYEV AVAZ INFORMAT KOKAND (INSTITUT);Cuma
OR4502;120.45.100.0513;MAMUROVA ZUMRAD ( VOROSHILOV 6-MAHALLA);Cuma
OR4502;120.45.100.0514;JAXONGIR AKA (GOROD ICHI GUSHT MAHSULOTLARI);Cuma
OR4502;120.45.100.0528;MIRMUSAYEVA NARGIZA (NAVRUZ TUYXONA YONI);Cuma
OR4502;120.45.100.0543;MUMINOV ULUG'BEK (REAL MARKET NAYMANCHA SVETAFOR YONI);Cuma
OR4502;120.45.100.0551;MAMADALIYEV ABDULATIF ( 40-LET QASSOBXONA OLDI);Cuma
OR4502;120.45.100.0025;MARVARID TRADE MCHJ MARVARID;Cuma
